Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.45,1.2,1.35,1.76,1.66,2.07,2.05,2.26,1.19,1.43
2,11.48,7.08,5.26,18.65,16.36,17.6,22.32,10.26,6.87,5.38
3,11.6,7.88,6.71,11.73,10.38,10.7,11.15,12.31,6.79,7.48
4,14.25,8.69,7.97,17.8,19.53,23.8,19.42,18.48,7.01,10.27
