Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.92,0.84,0.47,0.5,1.33,1.43,0.89,0.99,1.05,0.62
2,4.32,4.24,2.05,1.52,5.54,5.44,3.47,4.57,5.01,1.86
3,14.38,13.91,5.0,6.08,13.36,18.14,13.68,19.04,18.37,10.25
4,4.57,4.9,1.83,2.04,5.81,6.07,5.29,4.66,5.32,3.69
