Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.21,1.17,0.8,0.73,1.48,1.45,0.96,1.08,1.23,0.92
20,2.03,2.16,1.13,1.07,1.33,1.37,2.66,1.41,1.47,1.67
30,3.36,3.37,1.67,1.79,1.22,1.5,4.12,1.87,2.04,3.23
