Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,11.57,10.47,10.63,11.12,11.17,10.66,10.52,11.2,10.41,9.97
20,14.96,12.95,12.44,14.58,14.03,14.21,12.96,13.77,12.48,11.99
30,21.68,18.4,18.96,19.21,19.48,18.82,18.36,19.42,18.53,17.25
