Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.75,0.68,0.58,0.51,1.36,1.45,0.78,1.09,1.13,0.65
2,4.78,4.31,2.61,2.33,3.22,3.34,4.74,2.95,3.07,2.5
3,4.72,4.93,2.42,2.79,4.18,3.89,8.2,9.01,9.1,5.25
4,5.7,5.79,2.55,2.47,3.34,3.46,6.07,3.3,3.35,4.03
