Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.91,0.94,0.65,0.74,1.35,1.46,1.74,1.19,1.16,1.0
20,1.95,2.14,1.52,1.39,1.29,1.37,3.01,1.52,1.58,1.35
30,3.02,2.96,1.77,1.76,1.45,1.55,4.68,1.77,1.88,2.09
