Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,89.63,90.41,90.67,90.15,90.15,89.89,90.19,89.52,90.59,90.18
20,41.97,62.96,50.61,25.47,32.65,26.58,24.66,55.43,72.46,60.56
30,38.6,46.66,51.97,27.29,40.44,40.12,40.86,59.86,59.32,63.93
