Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,88.56,91.71,95.31,87.58,89.03,89.15,86.52,88.0,92.36,88.67
2,48.24,68.98,54.7,47.75,38.84,30.1,49.72,54.78,63.13,65.65
3,45.14,53.57,59.72,37.62,39.74,33.73,39.51,48.1,59.4,59.8
4,35.93,42.47,44.57,28.82,18.47,19.24,29.61,19.04,49.94,36.33
