Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,9.61,7.76,7.7,7.96,8.82,7.9,6.33,6.53,7.81,6.24
20,22.93,20.07,19.99,20.89,21.01,19.32,18.12,17.79,19.77,17.52
30,39.33,36.64,35.28,37.76,37.92,36.67,35.57,34.96,35.73,34.12
