Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,2.48,1.38,1.73,1.61,3.11,3.32,2.15,2.22,1.34,1.16
2,11.73,6.08,6.59,8.56,9.91,8.92,8.16,11.35,5.7,5.17
3,19.06,14.14,14.19,19.6,22.51,30.97,37.19,43.54,12.56,26.99
4,13.45,8.59,9.03,13.51,16.72,19.96,14.05,17.01,7.82,10.32
