Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,6.83,4.49,8.48,3.02,2.41,2.28,4.67,2.63,3.08,4.1
2,5.94,6.28,11.78,7.31,5.78,3.54,5.57,3.57,8.33,14.9
3,6.24,4.82,12.32,9.14,6.55,5.84,11.02,11.14,6.4,6.23
4,5.51,5.84,4.45,3.79,3.13,2.73,8.14,2.8,2.99,4.0
