Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,2.71,10.29,6.3,3.42,5.63,4.1,1.89,2.98,9.41,3.93
2,8.67,9.24,4.03,2.35,4.26,5.7,4.0,4.89,4.16,6.34
3,2.12,1.87,0.61,3.77,0.62,0.65,1.12,4.32,1.23,0.17
4,7.15,6.63,10.46,16.22,13.63,7.14,11.04,5.65,13.61,8.49
